event,gage,wet_date,wetLengthDate,wetLength,wetLengthQ,wetPeak,wetPeakLength,wetPeakQ,Q_threshold,Q_threshold_q,cluster
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2264000,1979-01-12,1979-01-12,0,0.5,1979-01-13,1,0.6,0.05,0,NA
1,2264000,1979-01-12,1979-01-12,0,0.5,1979-01-13,1,0.6,0.1,0,NA
1,2264000,1979-01-12,1979-01-12,0,0.5,1979-01-13,1,0.6,0.15,0,NA
1,2264000,1979-01-12,1979-01-12,0,0.5,1979-01-13,1,0.6,0.25,0.16,NA
1,2264000,1979-01-12,1979-03-06,53,1.8,1979-03-07,54,2.5,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2264000,1979-05-08,1979-05-08,0,0.1,1979-05-10,2,0.9,0.05,0,NA
2,2264000,1979-05-08,1979-05-08,0,0.1,1979-05-10,2,0.9,0.1,0,NA
2,2264000,1979-05-08,1979-05-08,0,0.1,1979-05-10,2,0.9,0.15,0,NA
2,2264000,1979-05-08,1979-05-09,1,0.6,1979-05-10,2,0.9,0.25,0.16,NA
2,2264000,1979-05-08,1979-05-14,6,1.5,1979-05-14,6,1.5,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2264000,1979-07-15,1979-07-15,0,0.4,1979-07-16,1,0.7,0.05,0,NA
3,2264000,1979-07-15,1979-07-15,0,0.4,1979-07-16,1,0.7,0.1,0,NA
3,2264000,1979-07-15,1979-07-15,0,0.4,1979-07-16,1,0.7,0.15,0,NA
3,2264000,1979-07-15,1979-07-15,0,0.4,1979-07-16,1,0.7,0.25,0.16,NA
3,2264000,1979-07-15,1979-08-10,26,1.5,1979-08-11,27,3.3,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2264000,1980-09-07,1981-09-06,364,0.2,1981-09-06,364,0.2,0.05,0,NA
4,2264000,1980-09-07,1981-09-06,364,0.2,1981-09-06,364,0.2,0.1,0,NA
4,2264000,1980-09-07,1981-09-06,364,0.2,1981-09-06,364,0.2,0.15,0,NA
4,2264000,1980-09-07,1981-09-10,368,0.3,1981-09-11,369,0.5,0.25,0.16,NA
4,2264000,1980-09-07,1982-04-11,581,1.8,1982-04-11,581,1.8,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2264000,1981-12-27,1981-12-27,0,0.2,1982-01-05,9,0.3,0.05,0,NA
5,2264000,1981-12-27,1981-12-27,0,0.2,1982-01-05,9,0.3,0.1,0,NA
5,2264000,1981-12-27,1981-12-27,0,0.2,1982-01-05,9,0.3,0.15,0,NA
5,2264000,1981-12-27,1981-12-28,1,0.3,1982-01-05,9,0.3,0.25,0.16,NA
5,2264000,1981-12-27,1982-04-11,105,1.8,1982-04-11,105,1.8,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2264000,1982-05-31,1982-05-31,0,0.5,1982-05-31,0,0.5,0.05,0,NA
6,2264000,1982-05-31,1982-05-31,0,0.5,1982-05-31,0,0.5,0.1,0,NA
6,2264000,1982-05-31,1982-05-31,0,0.5,1982-05-31,0,0.5,0.15,0,NA
6,2264000,1982-05-31,1982-05-31,0,0.5,1982-05-31,0,0.5,0.25,0.16,NA
6,2264000,1982-05-31,1982-06-18,18,7.2,1982-06-19,19,8.3,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2264000,1982-06-17,1982-06-17,0,0.2,1982-06-19,2,8.3,0.05,0,NA
7,2264000,1982-06-17,1982-06-17,0,0.2,1982-06-19,2,8.3,0.1,0,NA
7,2264000,1982-06-17,1982-06-17,0,0.2,1982-06-19,2,8.3,0.15,0,NA
7,2264000,1982-06-17,1982-06-18,1,7.2,1982-06-19,2,8.3,0.25,0.16,NA
7,2264000,1982-06-17,1982-06-18,1,7.2,1982-06-19,2,8.3,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2264000,1982-01-21,1982-01-21,0,0.4,1982-01-23,2,0.4,0.05,0,NA
8,2264000,1982-01-21,1982-01-21,0,0.4,1982-01-23,2,0.4,0.1,0,NA
8,2264000,1982-01-21,1982-01-21,0,0.4,1982-01-23,2,0.4,0.15,0,NA
8,2264000,1982-01-21,1982-01-21,0,0.4,1982-01-23,2,0.4,0.25,0.16,NA
8,2264000,1982-01-21,1982-04-11,80,1.8,1982-04-11,80,1.8,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2264000,1984-06-15,1984-06-15,0,0.2,1984-06-18,3,0.7,0.05,0,NA
9,2264000,1984-06-15,1984-06-15,0,0.2,1984-06-18,3,0.7,0.1,0,NA
9,2264000,1984-06-15,1984-06-15,0,0.2,1984-06-18,3,0.7,0.15,0,NA
9,2264000,1984-06-15,1984-06-17,2,0.3,1984-06-18,3,0.7,0.25,0.16,NA
9,2264000,1984-06-15,1984-07-02,17,1.6,1984-07-04,19,11.1,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2264000,1985-08-01,1985-08-01,0,0.2,1985-08-01,0,0.2,0.05,0,NA
10,2264000,1985-08-01,1985-08-01,0,0.2,1985-08-01,0,0.2,0.1,0,NA
10,2264000,1985-08-01,1985-08-01,0,0.2,1985-08-01,0,0.2,0.15,0,NA
10,2264000,1985-08-01,1985-08-20,19,1.3,1985-08-23,22,5,0.25,0.16,NA
10,2264000,1985-08-01,1985-08-21,20,2.2,1985-08-23,22,5,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2264000,1986-06-22,1986-06-22,0,0.1,1986-06-26,4,0.2,0.05,0,NA
11,2264000,1986-06-22,1986-06-22,0,0.1,1986-06-26,4,0.2,0.1,0,NA
11,2264000,1986-06-22,1986-06-22,0,0.1,1986-06-26,4,0.2,0.15,0,NA
11,2264000,1986-06-22,1986-07-05,13,0.3,1986-07-06,14,0.3,0.25,0.16,NA
11,2264000,1986-06-22,1986-07-29,37,1.5,1986-07-29,37,1.5,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2264000,1989-07-14,1990-07-14,365,0.2,1990-07-21,372,0.8,0.05,0,NA
12,2264000,1989-07-14,1990-07-14,365,0.2,1990-07-21,372,0.8,0.1,0,NA
12,2264000,1989-07-14,1990-07-14,365,0.2,1990-07-21,372,0.8,0.15,0,NA
12,2264000,1989-07-14,1990-07-15,366,0.3,1990-07-21,372,0.8,0.25,0.16,NA
12,2264000,1989-07-14,1990-08-04,386,3.2,1990-08-05,387,5.7,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2264000,1990-09-29,1990-09-29,0,0.5,1990-10-01,2,2.2,0.05,0,NA
13,2264000,1990-09-29,1990-09-29,0,0.5,1990-10-01,2,2.2,0.1,0,NA
13,2264000,1990-09-29,1990-09-29,0,0.5,1990-10-01,2,2.2,0.15,0,NA
13,2264000,1990-09-29,1990-09-29,0,0.5,1990-10-01,2,2.2,0.25,0.16,NA
13,2264000,1990-09-29,1990-09-30,1,2.2,1990-10-01,2,2.2,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2264000,1990-03-18,1990-07-14,118,0.2,1990-07-21,125,0.8,0.05,0,NA
14,2264000,1990-03-18,1990-07-14,118,0.2,1990-07-21,125,0.8,0.1,0,NA
14,2264000,1990-03-18,1990-07-14,118,0.2,1990-07-21,125,0.8,0.15,0,NA
14,2264000,1990-03-18,1990-07-15,119,0.3,1990-07-21,125,0.8,0.25,0.16,NA
14,2264000,1990-03-18,1990-08-04,139,3.2,1990-08-05,140,5.7,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2264000,1993-12-26,1993-12-26,0,0.1,1994-01-14,19,2.2,0.05,0,NA
15,2264000,1993-12-26,1993-12-26,0,0.1,1994-01-14,19,2.2,0.1,0,NA
15,2264000,1993-12-26,1993-12-26,0,0.1,1994-01-14,19,2.2,0.15,0,NA
15,2264000,1993-12-26,1994-01-05,10,0.3,1994-01-14,19,2.2,0.25,0.16,NA
15,2264000,1993-12-26,1994-01-13,18,2.2,1994-01-14,19,2.2,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2264000,1994-04-21,1994-04-21,0,0.4,1994-04-24,3,2.9,0.05,0,NA
16,2264000,1994-04-21,1994-04-21,0,0.4,1994-04-24,3,2.9,0.1,0,NA
16,2264000,1994-04-21,1994-04-21,0,0.4,1994-04-24,3,2.9,0.15,0,NA
16,2264000,1994-04-21,1994-04-21,0,0.4,1994-04-24,3,2.9,0.25,0.16,NA
16,2264000,1994-04-21,1994-04-22,1,2.2,1994-04-24,3,2.9,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2264000,1994-05-30,1994-05-30,0,0.1,1994-06-09,10,4.2,0.05,0,NA
17,2264000,1994-05-30,1994-05-30,0,0.1,1994-06-09,10,4.2,0.1,0,NA
17,2264000,1994-05-30,1994-05-30,0,0.1,1994-06-09,10,4.2,0.15,0,NA
17,2264000,1994-05-30,1994-06-07,8,0.8,1994-06-09,10,4.2,0.25,0.16,NA
17,2264000,1994-05-30,1994-06-08,9,2.7,1994-06-09,10,4.2,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2264000,1997-10-27,1997-10-27,0,0.3,1997-10-28,1,0.6,0.05,0,NA
18,2264000,1997-10-27,1997-10-27,0,0.3,1997-10-28,1,0.6,0.1,0,NA
18,2264000,1997-10-27,1997-10-27,0,0.3,1997-10-28,1,0.6,0.15,0,NA
18,2264000,1997-10-27,1997-10-27,0,0.3,1997-10-28,1,0.6,0.25,0.16,NA
18,2264000,1997-10-27,1997-11-01,5,4.2,1997-11-02,6,4.3,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2264000,1998-07-12,1998-07-12,0,0.3,1998-07-15,3,2.5,0.05,0,NA
19,2264000,1998-07-12,1998-07-12,0,0.3,1998-07-15,3,2.5,0.1,0,NA
19,2264000,1998-07-12,1998-07-12,0,0.3,1998-07-15,3,2.5,0.15,0,NA
19,2264000,1998-07-12,1998-07-12,0,0.3,1998-07-15,3,2.5,0.25,0.16,NA
19,2264000,1998-07-12,1998-07-14,2,1.6,1998-07-15,3,2.5,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2264000,1999-06-26,1999-06-26,0,0.1,1999-06-28,2,1.2,0.05,0,NA
20,2264000,1999-06-26,1999-06-26,0,0.1,1999-06-28,2,1.2,0.1,0,NA
20,2264000,1999-06-26,1999-06-26,0,0.1,1999-06-28,2,1.2,0.15,0,NA
20,2264000,1999-06-26,1999-06-27,1,0.7,1999-06-28,2,1.2,0.25,0.16,NA
20,2264000,1999-06-26,1999-06-30,4,1.5,1999-07-01,5,2.1,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2264000,1999-09-15,1999-09-15,0,0.5,1999-09-15,0,0.5,0.05,0,NA
21,2264000,1999-09-15,1999-09-15,0,0.5,1999-09-15,0,0.5,0.1,0,NA
21,2264000,1999-09-15,1999-09-15,0,0.5,1999-09-15,0,0.5,0.15,0,NA
21,2264000,1999-09-15,1999-09-15,0,0.5,1999-09-15,0,0.5,0.25,0.16,NA
21,2264000,1999-09-15,1999-09-21,6,1.5,1999-09-21,6,1.5,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2264000,2000-07-10,2000-07-10,0,0.1,2000-07-16,6,0.1,0.05,0,NA
22,2264000,2000-07-10,2000-07-10,0,0.1,2000-07-16,6,0.1,0.1,0,NA
22,2264000,2000-07-10,2000-07-10,0,0.1,2000-07-16,6,0.1,0.15,0,NA
22,2264000,2000-07-10,2000-08-02,23,0.4,2000-08-06,27,1.7,0.25,0.16,NA
22,2264000,2000-07-10,2000-08-05,26,1.5,2000-08-06,27,1.7,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2264000,2000-07-13,2000-07-13,0,0.1,2000-07-16,3,0.1,0.05,0,NA
23,2264000,2000-07-13,2000-07-13,0,0.1,2000-07-16,3,0.1,0.1,0,NA
23,2264000,2000-07-13,2000-07-13,0,0.1,2000-07-16,3,0.1,0.15,0,NA
23,2264000,2000-07-13,2000-08-02,20,0.4,2000-08-06,24,1.7,0.25,0.16,NA
23,2264000,2000-07-13,2000-08-05,23,1.5,2000-08-06,24,1.7,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2264000,2001-01-15,2001-07-12,178,0.1,2001-07-15,181,0.6,0.05,0,NA
24,2264000,2001-01-15,2001-07-12,178,0.1,2001-07-15,181,0.6,0.1,0,NA
24,2264000,2001-01-15,2001-07-12,178,0.1,2001-07-15,181,0.6,0.15,0,NA
24,2264000,2001-01-15,2001-07-14,180,0.4,2001-07-15,181,0.6,0.25,0.16,NA
24,2264000,2001-01-15,2001-08-01,198,1.7,2001-08-05,202,3.3,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2264000,2002-06-20,2002-06-20,0,0.3,2002-06-27,7,8,0.05,0,NA
25,2264000,2002-06-20,2002-06-20,0,0.3,2002-06-27,7,8,0.1,0,NA
25,2264000,2002-06-20,2002-06-20,0,0.3,2002-06-27,7,8,0.15,0,NA
25,2264000,2002-06-20,2002-06-20,0,0.3,2002-06-27,7,8,0.25,0.16,NA
25,2264000,2002-06-20,2002-06-22,2,3,2002-06-27,7,8,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2264000,2006-06-21,2006-06-21,0,0.1,2006-06-27,6,0.9,0.05,0,NA
26,2264000,2006-06-21,2006-06-21,0,0.1,2006-06-27,6,0.9,0.1,0,NA
26,2264000,2006-06-21,2006-06-21,0,0.1,2006-06-27,6,0.9,0.15,0,NA
26,2264000,2006-06-21,2006-06-26,5,0.5,2006-06-27,6,0.9,0.25,0.16,NA
26,2264000,2006-06-21,2006-08-30,70,2,2006-09-05,76,3.3,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2264000,2006-12-16,2006-12-16,0,0.1,2007-01-08,23,1,0.05,0,NA
27,2264000,2006-12-16,2006-12-16,0,0.1,2007-01-08,23,1,0.1,0,NA
27,2264000,2006-12-16,2006-12-16,0,0.1,2007-01-08,23,1,0.15,0,NA
27,2264000,2006-12-16,2006-12-23,7,0.3,2007-01-08,23,1,0.25,0.16,NA
27,2264000,2006-12-16,2007-10-02,290,3.6,2007-10-02,290,3.6,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2264000,2007-06-25,2007-06-25,0,0.1,2007-06-25,0,0.1,0.05,0,NA
28,2264000,2007-06-25,2007-06-25,0,0.1,2007-06-25,0,0.1,0.1,0,NA
28,2264000,2007-06-25,2007-06-25,0,0.1,2007-06-25,0,0.1,0.15,0,NA
28,2264000,2007-06-25,2007-07-22,27,0.3,2007-07-24,29,0.4,0.25,0.16,NA
28,2264000,2007-06-25,2007-10-02,99,3.6,2007-10-02,99,3.6,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2264000,2007-08-24,2007-08-24,0,0.2,2007-08-25,1,0.5,0.05,0,NA
29,2264000,2007-08-24,2007-08-24,0,0.2,2007-08-25,1,0.5,0.1,0,NA
29,2264000,2007-08-24,2007-08-24,0,0.2,2007-08-25,1,0.5,0.15,0,NA
29,2264000,2007-08-24,2007-08-25,1,0.5,2007-08-25,1,0.5,0.25,0.16,NA
29,2264000,2007-08-24,2007-10-02,39,3.6,2007-10-02,39,3.6,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2264000,2008-01-13,2008-01-13,0,0.1,2008-01-14,1,0.2,0.05,0,NA
30,2264000,2008-01-13,2008-01-13,0,0.1,2008-01-14,1,0.2,0.1,0,NA
30,2264000,2008-01-13,2008-01-13,0,0.1,2008-01-14,1,0.2,0.15,0,NA
30,2264000,2008-01-13,2008-01-17,4,0.3,2008-01-17,4,0.3,0.25,0.16,NA
30,2264000,2008-01-13,2008-01-23,10,1.8,2008-01-23,10,1.8,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2264000,2008-07-14,2008-07-14,0,0.1,2008-07-19,5,0.7,0.05,0,NA
31,2264000,2008-07-14,2008-07-14,0,0.1,2008-07-19,5,0.7,0.1,0,NA
31,2264000,2008-07-14,2008-07-14,0,0.1,2008-07-19,5,0.7,0.15,0,NA
31,2264000,2008-07-14,2008-07-18,4,0.5,2008-07-19,5,0.7,0.25,0.16,NA
31,2264000,2008-07-14,2008-07-23,9,1.5,2008-07-24,10,1.9,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2264000,2009-05-20,2009-05-20,0,2.7,2009-05-25,5,13.1,0.05,0,NA
32,2264000,2009-05-20,2009-05-20,0,2.7,2009-05-25,5,13.1,0.1,0,NA
32,2264000,2009-05-20,2009-05-20,0,2.7,2009-05-25,5,13.1,0.15,0,NA
32,2264000,2009-05-20,2009-05-20,0,2.7,2009-05-25,5,13.1,0.25,0.16,NA
32,2264000,2009-05-20,2009-05-20,0,2.7,2009-05-25,5,13.1,0.5,1.44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
